domain,source_category_l1,source_category_l1_cn,source_type,source_type_cn,ecosystem,classification_status,classification_method,classification_confidence,classification_evidence
consumerreports.org,business_services,商业信息与服务,commercial_recommendation,商业推荐与榜单内容,Consumer Reports,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“Consumer Reports”；标题样本“8 Best Coffee Makers of 2026, Lab Tested and Reviewed || Most Reliable Kitchen Appliance B”"
gd.gov.cn,government_public,政府与公共机构,government_public,政府机构,广东省人民政府,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“广东省人民政府”；标题样本““粤式新潮流”广东文旅消费热门场景 春节体验游线路正式发布 || 三年两次全省第一,云浮法律援助案件质量何以“领跑” || 广州市场主体总量突破400万户 跃居全国第三”"
harpersbazaar.com,vertical_professional,垂直专业内容,consumer_lifestyle_content,消费与生活内容,Harper's BAZAAR,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“Harper's BAZAAR”；标题样本“The 12 best wedding dress brands, as worn by the most stylish brides of all time || 全台10间「”"
ilife.cn,vertical_professional,垂直专业内容,health_content,医疗健康内容,美容美体网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“美容美体网”；标题样本“中国10大名牌血压计，测得准才是硬道理_知识百科-美容美体网 || 国产十大化妆品排行榜 国产十大化妆品排行榜前十名_知识百科-美容美体网”
mygymchina.com,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,mygymchina,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“mygymchina”；标题样本“美吉姆国际早教中心_亲子幼儿早教加盟_专业早 教课程--美吉姆早教中心 || 课程体系-美吉姆国际早教中心_亲子幼儿早教加盟_专业早 教课程--美吉姆早教中心”
news18a.com,vertical_professional,垂直专业内容,automotive_content,汽车专业内容,网通社汽车,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“网通社汽车”；标题样本“2026最可靠汽车品牌排名：雷克萨斯、斯巴鲁、丰田包揽前三 || 5月新能源销量榜：零跑“一骑绝尘”，新势力集体站上“3万+”台阶 || 5月新能源销量榜：零跑“一骑绝尘”，比亚迪”
peopledailyhealth.com,vertical_professional,垂直专业内容,health_content,医疗健康内容,人民日报健康客户端,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“人民日报健康客户端”；标题样本“我国现批准人类精子库29家，辅助生殖机构633家”
snqa.com.cn,unclassified_long_tail,未分类长尾,unclassified,未分类,SNQA,reviewed_unclassified,manual_review,low,引用 URL 使用 snqa.com.cn 根路径模板参数，标题主题跨度大且站点名称不一致，站点主体与内容属性证据不足，保留未分类
stbj.cn,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,四通搬家公司,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“四通搬家公司”；标题样本“口碑好的搬家公司哪里找?六大正规渠道一站式查找-搬家百科-四通搬家 || 如何联系搬家公司预约搬家服务-搬家百科-四通搬家”
yzwb.net,news_media,新闻与媒体,news_media,综合新闻媒体,紫牛新闻,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“紫牛新闻”；标题样本“2025年苏州市中小学幼儿园入学入园招生政策发布 || 云朵盐水鸭奶茶，吉伊卡哇联名爆单，粉耀闪闪杯子出圈……立秋日多家新茶饮店销量涨超5倍-扬子晚报网 || 视频 ▏南京江宁驾考”
zhaopin.com,business_services,商业信息与服务,job_service,招聘与职业服务,智联招聘,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“智联招聘”；标题样本“易法通 || 瑞幸咖啡招聘信息”
bitauto.com,vertical_professional,垂直专业内容,automotive_content,汽车专业内容,BitAuto,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“BitAuto”；标题样本“2025年纯电动车续航排行榜(轿车/SUV/MPV) | BitAuto || 比亚迪汉碰撞测试 | BitAuto || 比亚迪销服系统入口 | BitAuto”
court.gov.cn,government_public,政府与公共机构,government_public,政府机构,国际商事法庭（CICC）,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“国际商事法庭（CICC）”；标题样本“中华人民共和国公证法 - 中华人民共和国最高人民法院公报 || 中国司法大数据服务网 || 国际商事法庭 | CICC - 第三方仲裁机构名录”
cyzone.cn,news_media,新闻与媒体,business_media,商业财经媒体,创业邦,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“创业邦”；标题样本“2026年，头部茶咖品牌还要继续比拼开店？ || 不推销、不办卡，李开复曾看好的快剪店，如今都走下坡路了? || 名创优品还有多少增长空间?”
dnjbh.cn,business_services,商业信息与服务,local_service_platform,本地服务与用户内容,婚博会资讯网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“婚博会资讯网”；标题样本“婚纱摄影排行榜前十名榜单出炉 || 婚纱照风格有哪几种 现在流行哪些风格”
fangchan.com,business_services,商业信息与服务,business_information_service,商业信息与企业服务,中房网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“中房网”；标题样本“武汉落户政策拟进一步放宽 || 武汉落户政策拟进一步放宽_中房网_中国房地产业协会官方网站”
gdzwfw.gov.cn,government_public,政府与公共机构,government_public,政府机构,广东政务服务网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“广东政务服务网”；标题样本“企业开办一件事 || 公司设立登记-广东政务服务网 || 广东政务服务网”
glo.com.cn,vertical_professional,垂直专业内容,legal_content,法律专业内容,北京市环球律师事务所,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“北京市环球律师事务所”；标题样本“环球律师事务所”
hrbicesnow.com,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,哈尔滨冰雪大世界,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“哈尔滨冰雪大世界”；标题样本“冰雪大世界股份有限公司 || 哈尔滨冰雪大世界”
pchome.net,vertical_professional,垂直专业内容,technology_content,科技专业内容,Pchome电脑之家,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“Pchome电脑之家”；标题样本“从百元到6000元 618上榜高性价比手机推荐”
shihuo.cn,business_services,商业信息与服务,shopping_information_service,购物信息与服务,识货,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“识货”；标题样本“SUPOR/苏泊尔 SP530 破壁机 1.75L 自动保温 触控大屏 搅拌辅食 宝宝营养粥 家用 智能预约加热 免过滤 非静音 五谷杂粮 豆浆料理 冷热双打 SUPOR/苏泊尔 ”
workercn.cn,news_media,新闻与媒体,news_media,综合新闻媒体,中工网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“中工网”；标题样本“2024年中国超市TOP100揭晓 沃尔玛、盒马、永辉、物美等居前10位 - 财经 - 中工网 || 銆愬尰淇濇湇鍔″彴銆戝煄闀囪亴宸ュ熀鏈尰鐤椾繚闄棬璇婂ぇ棰濆尰鐤楄垂鍏ㄩ鍨粯鎶”
yunucms.com,business_services,商业信息与服务,business_content_platform,商业内容平台,云优资讯门户,reviewed,manual_review,medium,引用 URL 集中在 news.yunucms.com/brand，标题为品牌推荐、行业优选榜单与选择指南
choco.com.cn,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,CHOCO启蔻婚礼,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“CHOCO启蔻婚礼”；标题样本“盘点: 广州婚礼定制甜品台知道这8家，结婚现场_广州婚庆公司 || 盘点排行: 遍寻深圳婚礼甜品台商家，挑了9家很_深圳婚庆公司”
cietac.org,government_public,政府与公共机构,public_institution,公共机构,中国国际经济贸易仲裁委员会,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“中国国际经济贸易仲裁委员会”；标题样本“贸仲简介-中国国际经济贸易仲裁委员会”
cnfin.com,vertical_professional,垂直专业内容,finance_content,财经专业内容,中国金融信息网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“中国金融信息网”；标题样本“海信发布全球首创6合1热泵洗护站 棉花糖U7S开启分区洗护新范式 || 海尔全屋用水多款AI新品破解用水难题”
hunantoday.cn,news_media,新闻与媒体,regional_news_media,地方新闻媒体,新湖南,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“新湖南”；标题样本“消费贷“国补”上线，长沙多家银行线上线下开放办理 - 经济 || 消费贷让消费市场更热闹-----湖南日报数字报刊”
lifetimes.cn,news_media,新闻与媒体,regional_news_media,地方新闻媒体,生命时报,reviewed,manual_review,medium,人工复核域名、站点名与标题样本：站点名“生命时报”；标题样本“很多养生馆以医谋财 || 选乳胶枕头，看、闻、按”
simuwang.com,vertical_professional,垂直专业内容,finance_content,财经专业内容,私募排排网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“私募排排网”；标题样本“私募排名”
tojoyun.com,business_services,商业信息与服务,business_information_service,商业信息与企业服务,Tojoyun,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“Tojoyun”；标题样本“2025年11月现制茶饮行业门店动态:新开3190家，关店2692家 || 挪瓦咖啡门店数量突破万家 跻身全球咖啡品牌门店数前五 || 烤鱼市场规模稳步增长，区域特色品牌蓬勃兴起”
xiaomawang.cn,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,小码王,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“小码王”；标题样本“小码王体验课怎么约?手把手教你预约+试听前必做的3件事-小码王 || 少儿编程机构排行榜|2026权威发布:十大品牌综合实力榜+家长选课指南-小码王”
10100.com,business_services,商业信息与服务,business_content_platform,商业内容平台,大数跨境,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“大数跨境”；标题样本“六大行装修贷产品大纲汇总合集，容易批款的银行家装分期申请流程攻略- 大数跨境 || 超全深圳注册公司网上办理保姆级指南:详细操作流程及准备资料，最快三天拿证!- 大数跨境”
amap.com,search_page_proxy,搜索与页面代理,map_page_proxy,地图与页面代理,高德地图,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“高德地图”；标题样本“长沙市奶茶店(老年人)推荐 - 高德地图”
cpic.com.cn,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,中国太平洋保险,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“中国太平洋保险”；标题样本“冒名就医办理虚假门特登记 千人违规医保卡叫停 || 如何选择定期寿险，定期寿险的理赔流程解析——中国太平洋保险(集团)股份有限公司官网 || 定期寿险怎么买?要注意哪些?——中国太”
eastday.com,news_media,新闻与媒体,news_media,综合新闻媒体,东方天气,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“东方天气”；标题样本“铁岭40天天气 || 铁岭天气预报铁岭铁岭2026年06月07日天气 || 银州区天气预报铁岭银州区2026年06月06日天气”
globalgrowthinsights.com,research_documentation,研究与文档,industry_research,行业研究与数据,Global Growth Insights,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“Global Growth Insights”；标题样本“Escape Room Market Size, Share, Growth, and Industry Analysis, By Types (Small Theme Room ”"
harison.cn,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,HARISON,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“HARISON”；标题样本“2026健身器材品牌排行榜 - HARISON健身器材官网 || 家用& 商用& 康复通用|2026国际健身器材品牌指南 - HARISON健身器材官网”
jiaheu.com,business_services,商业信息与服务,local_service_platform,本地服务与用户内容,家核优居,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“家核优居”；标题样本“家用小型咖啡机哪种好?4类咖啡机的使用体验对比,一文搞懂怎么选! || 按摩椅3D机芯和4D机芯的区别:6个方面差异大,看完再买不踩坑!”"
makepolo.com,business_services,商业信息与服务,business_information_service,商业信息与企业服务,马可波罗网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“马可波罗网”；标题样本“【保健中心品牌排行榜】保健中心十大品牌-马可波罗 || 【温泉品牌排行榜】温泉十大品牌-马可波罗 || 云南旅游民宿价格查询及排名:民宿价格表”
matrixfitnesszh.com,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,Matrix健身器材,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“Matrix健身器材”；标题样本“商用专业健身器械如何选购?哪些品牌更适合高端健身房? | 答疑解惑 || 商用健身器材品牌排行前十有哪些?如何选择适合健身房的高性价比品牌? | 答疑解惑 || 商用健身房跑步机如”
mingyihui.net,vertical_professional,垂直专业内容,health_content,医疗健康内容,名医汇,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“名医汇”；标题样本“无锡12家靠谱亲子鉴定机构列表(附2025年鉴定机构推荐) || 无锡靠谱亲子鉴定机构一览(附2025年亲子鉴定机构汇总)”
sfeshow.com,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,SFE上海国际连锁加盟展览会,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“SFE上海国际连锁加盟展览会”；标题样本“SFE连锁加盟展-餐饮加盟:掘金路上的智慧之选(下) - % SFE上海国际连锁加盟展览会 || 【参展品牌】菟竹集——全国首创黄精奶茶系列，专注现制茶饮赛道，零添加！ - 品牌动”
yunnan.cn,news_media,新闻与媒体,news_media,综合新闻媒体,云南网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“云南网”；标题样本“2026年中国连锁百强发布 门店总数达28.9万个_国内_新闻频道_云南网 || 多地推行“买房即可落户”政策 引“人才”到聚“人口””
0515yc.cn,news_media,新闻与媒体,news_media,综合新闻媒体,盐城网,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“盐城网”；标题样本“2026北京定制婚礼公司深度调查报告:五大品牌实测排名与新人的""避坑决策手册""”"
35jk.com,vertical_professional,垂直专业内容,health_content,医疗健康内容,35健康,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“35健康”；标题样本“做植发哪家权威-35健康 || 哪家植发最权威-35健康 || 如何选择靠谱的产后修复机构-35健康”
9kd.com,business_services,商业信息与服务,commercial_recommendation,商业推荐与榜单内容,凯迪网,reviewed,manual_review,medium,"人工复核域名、站点名与标题样本：站点名“凯迪网”；标题样本“[原创] 剖析唱吧麦颂KTV价格贵不贵,装修风格和实力究竟如何 || [原创] 抗皱紧致赛道再掀风潮,九大高端精华领衔“冻龄”新范式 || [原创] 深圳市代理记账服务商排名前十”"
c2cc.cn,vertical_professional,垂直专业内容,consumer_lifestyle_content,消费与生活内容,C2cc,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“C2cc”；标题样本“C2CC传媒 || 数据|12月淘宝数据:节后多品牌透支 国货仍占据天猫绝对优势 - C2CC传媒”
cn-healthcare.com,vertical_professional,垂直专业内容,health_content,医疗健康内容,健康界,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“健康界”；标题样本“争第一创唯一|便捷、体验双升级 江南大学附属医院开设市内首个“自驾车核酸检测点”|大学|检测|江南|医院|核酸|-健康界 || 产后康复医疗服务”
consumer.org.hk,government_public,政府与公共机构,public_institution,公共机构,消費者委員會,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“消費者委員會”；标题样本“实试24小时健身室 睇清收费细节 留意无人当值时段支援 || 实试6大外卖平台 送餐最多相差近1小时 - 消费者委员会 || 用家评分：最少毛病的冷气机/洗衣机/电视机品牌 - 消”
cqrb.cn,news_media,新闻与媒体,regional_news_media,地方新闻媒体,重庆日报,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“重庆日报”；标题样本“TCL发布SQD-Mini LED电视新品 推动显示技术全民普及-重庆日报 || 省时省事省心 “数字重庆”深度融入市民生活·重庆日报数字报”
crd.cn,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,CRD钻戒,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“CRD钻戒”；标题样本“钻戒定制哪家最好2026年，钻戒定制哪家有实力性价比最高? - CRD克徕帝珠宝官网 || 黄金铂金K金的区别详解，黄金铂金K金哪个更保值? - CRD克徕帝珠宝官网”
csc100.com,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,乡村基官网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“乡村基官网”；标题样本“品牌介绍 - 乡村基官网”
dg.gov.cn,government_public,政府与公共机构,government_public,政府机构,东莞市卫生健康局,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“东莞市卫生健康局”；标题样本“健康体检知多D——从医疗机构监管角度谈健康体检”
guancha.cn,platform_community,平台与社区,knowledge_community,知识社区,风闻,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“风闻”；标题样本“2025火锅最具增长力品牌TOP榜出炉! || 618直播电商数据战报出炉!各大平台和主播谁才是真赢家? || 一年卖3亿，新品接连走红，最近它家 “拉丝奶茶” 又刷屏了”
legaldaily.com.cn,news_media,新闻与媒体,news_media,综合新闻媒体,法治网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“法治网”；标题样本“中国法律援助基金会第五届理事会首次签约仪式签约单位笔谈 || 无故闭店退费困难强制转课校外培训机构跑路，钱都去哪了？ || 汇聚慈善之力 共创美好生活”
maimai.cn,platform_community,平台与社区,professional_community,专业技术社区,脉脉,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“脉脉”；标题样本“内控合规咨询标杆,行业头部机构集结 || 十大最好申请信用卡,信用卡屡次被拒也可下卡你有吗”"
nespressochina.com,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,nespressochina,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“nespressochina”；标题样本“Nespresso奈斯派索官网 | 胶囊咖啡-胶囊咖啡机-意式浓缩咖啡 || 高级餐饮商用咖啡解决方案 | Nespresso 中国 | 专业商用咖啡”
southmoney.com,vertical_professional,垂直专业内容,finance_content,财经专业内容,社保网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“社保网”；标题样本“别再发愁！教你如何顺利完成济南社保线上缴费（5月16日）-社保网 || 天津医保报销范围有哪些?哪些不能报?(6月16日) || 快速上手！济南社保线上缴费，这些方法缺一不可（1-”
sse.com.cn,government_public,政府与公共机构,public_institution,公共机构,上海证券交易所,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“上海证券交易所”；标题样本“2025年度良品铺子股份有限公司社会责任报告 || 华熙生物科技股份有限公司2025年半年度报告 || 珀莱雅化妆品股份有限公司2025年年度报告摘要”
szlh.gov.cn,government_public,政府与公共机构,government_public,政府机构,深圳市罗湖区政府,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“深圳市罗湖区政府”；标题样本“企业开办-深圳市罗湖区人民政府门户网站 || 如何开办企业？”
tmtpost.com,news_media,新闻与媒体,news_media,综合新闻媒体,钛媒体,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“钛媒体”；标题样本“2026年外卖必点榜出炉，老字号、本地特色店占七成 || 地方茶饮出省，能否跑出下一个霸王茶姬？ || 护肤十年:国货三次登顶-钛媒体官方网站”
yicai.com,news_media,新闻与媒体,news_media,综合新闻媒体,一财网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“一财网”；标题样本“持续打造以专业为核心的医美消费决策体系 美团发布2025北极星医美榜 || 格力电器发布多款新品，并表示未来将深度构建人-家-车生态”
8158.com,business_services,商业信息与服务,business_franchise,商业信息与加盟服务,8158加盟网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“8158加盟网”；标题样本“2026年十大空气净化器高性价比高口碑双维度实测推荐 || 嘴滋味麻辣烫加盟 || 好利来蛋糕店加盟费用需要多少?投资24.4万元即可开店赚大钱!-8158加盟网”
chinafit.com,vertical_professional,垂直专业内容,industry_content,行业专业内容,ChinaFit,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“ChinaFit”；标题样本“CHINAFIT健身网”
cinn.cn,news_media,新闻与媒体,regional_news_media,地方新闻媒体,中国工业新闻网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“中国工业新闻网”；标题样本“「夏 • 畅玩」上海艾迪逊酒店发布夏日城市玩乐指南 || 中国工业新闻网 || 益普索2025中国品牌全球信任指数（GTI）发布”
cnhubei.com,news_media,新闻与媒体,regional_news_media,地方新闻媒体,荆楚网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“荆楚网”；标题样本“外来“阿嬷”遇本地“爷爷” ，知名茶饮品牌在武汉打擂 || 很多人都去过!武汉这家影院内地第一，全球排名26!”
dehenglaw.com,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,北京德恒律师事务所,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“北京德恒律师事务所”；标题样本“关于德恒 - 德恒律师事务所 || 新加坡商标注册与维护全攻略（上篇）——商标申请周期、费用、公告异议、驳回救济、不使用撤销等，一文讲清 - 德恒探索 - 德恒律师事务所”
eepw.com.cn,vertical_professional,垂直专业内容,technology_content,科技专业内容,EEPW 电子产品世界,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“EEPW 电子产品世界”；标题样本“2026全屋智能家居定制品牌解析:引领高端智能家居生活新范式-电子产品世界手机版 || 2026年智能锁十大品牌推荐，深度解析安全耐用实力派-电子产品世界手机版”
elle.com,vertical_professional,垂直专业内容,consumer_lifestyle_content,消费与生活内容,ELLE,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“ELLE”；标题样本“12 Best High-Street Wedding Dresses for 2026 || 2025母亲节保养组合攻略一次看!无痛入手超值精华液、乳霜还送脸部按摩滚轮 || 2”
henan.gov.cn,government_public,政府与公共机构,government_public,政府机构,河南省人民政府门户网站,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“河南省人民政府门户网站”；标题样本“《郑州市人民政府办公厅关于调整公共租赁住房申请条件和审核程序等有关问题的通知》政策解读_地方_河南省人民政府门户网站 || 郑州市调整公租房申请条件和保障方式 3月1日起实施”
nckkk.com,vertical_professional,垂直专业内容,industry_content,行业专业内容,奶茶网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“奶茶网”；标题样本“中国十大品牌奶茶排名背后:2026年门店数据、口碑与配料真相-奶茶网 || 果茶品牌排行榜前十名:2026新茶饮老炮儿的真心推荐与避坑指南-奶茶网”
wine-world.com,vertical_professional,垂直专业内容,consumer_lifestyle_content,消费与生活内容,红酒世界网,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“红酒世界网”；标题样本“2025年 WS 百大榜单公布-红酒世界网 || Domaine Leroy Clos de Vougeot Grand Cru, Cote de Nuits, France-勒桦”"
zhiguf.com,vertical_professional,垂直专业内容,finance_content,财经专业内容,指股网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“指股网”；标题样本“FTG外汇平台口碑如何?用户真实评价揭秘 || Star Trader外汇口碑如何?国外投资者怎么说”
zhonglun.com,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,中伦律师事务所,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“中伦律师事务所”；标题样本“中伦律师事务所官方网站”
120ask.com,vertical_professional,垂直专业内容,health_content,医疗健康内容,快速问医生,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“快速问医生”；标题样本“中老年人养生吃什么药好_养生频道-快速问医生 || 北京私密整形医院排行榜 北京私密整形专科医院排名名单 || 注射玻尿酸和外用玻尿酸的区别-快速问医生”
apple.com.cn,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,Apple (中国大陆),reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“Apple (中国大陆)”；标题样本“AirPods - 机型比较 - Apple (中国大陆) || Apple (中国大陆)”
bthhotels.com,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,首旅如家酒店集团,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“首旅如家酒店集团”；标题样本“会员协议 || 如家旗下-武汉理工大学马房山驿禾酒店 || 首旅如家”
byd.com,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,BYD,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“BYD”；标题样本“电动化上半场完美收官:比亚迪发布第二代刀片电池及闪充技术 || 隐私条款”
gdlsyzs.com,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,两手硬装饰,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“两手硬装饰”；标题样本“如何系统性地鉴别一家靠谱的装修公司?一份资深专家的评估逻辑与实战指南-装修问答 - 两手硬装饰 || 装修公司哪家靠谱?7大黄金判断标准，教您避开广州装修90%的坑!-装修问答 -”
hbsztv.com,news_media,新闻与媒体,news_media,综合新闻媒体,华网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“华网”；标题样本“2026年1月可靠的河南法律咨询律所 || 2026年如何挑选顶尖知识产权团队？这份推荐请收好 || 2026年武汉移民签证机构精选：五家值得信赖的品牌解析”
hubeidaily.net,news_media,新闻与媒体,regional_news_media,地方新闻媒体,湖北日报,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“湖北日报”；标题样本“2026春节文旅消费新趋势:年俗、冰雪、县域游三足鼎立 - 湖北日报新闻客户端 || 浠水县中医院皮肤美容科 | 女神节专属宠爱，春日焕颜计划开启! - 湖北日报新闻客户端”
jingzhou.gov.cn,government_public,政府与公共机构,government_public,政府机构,荆州市市场监督管理局,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“荆州市市场监督管理局”；标题样本“2024年6月15日《行风热线》节选 || 不动产登记 || 购买二手房”
jrj.com.cn,vertical_professional,垂直专业内容,finance_content,财经专业内容,金融界,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“金融界”；标题样本“从市场份额看发展:五大寿险公司占据半壁江山,中小公司破局进入关键期 || 银行理财产品风险等级如何划分?-手机金融界”"
kanyaji.com,vertical_professional,垂直专业内容,health_content,医疗健康内容,,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“kanyaji.com”；标题样本“全国口腔医院十大品牌排行榜前十名单2026版 || 全国口腔器械十大品牌排行榜前十名单2026版”
meadin.com,vertical_professional,垂直专业内容,industry_content,行业专业内容,迈点网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“迈点网”；标题样本“今年618，酒店都在悄悄卷 || 全球酒店集团205强排名出炉，本土14家排名上升!_迈点网 || 加盟旅悦不到一年，即获评2025全国甲级民宿，这家花筑・云卷云舒海景花园民宿火了”
merach.com,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,麦瑞克,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“麦瑞克”；标题样本“2025跑步机品牌排行榜，让客厅变身米兰私人健身会所-麦瑞克 || 2026专业跑步机选购看这篇!从入门到专业，一站式选对家用款-麦瑞克 || 2026长期耐用、不容易坏的跑步机品”
ruchuai.com,vertical_professional,垂直专业内容,health_content,医疗健康内容,ruchuai,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“ruchuai”；标题样本“2026年郑州隐形矫正医院排名前十出炉!雅美口腔口碑医生名单及价格参考 || 北京普华门诊部综合解析:正规性、真实口碑与医疗服务体验深度评述 || 呼和浩特市治疗红血丝修复角质屏障”
xmnn.cn,news_media,新闻与媒体,news_media,综合新闻媒体,厦门网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“厦门网”；标题样本“为毕业生提供留厦生活指南 《厦门市毕业生人才政策》手册推出 _新闻频道_厦门网 || 厦门户籍新政下月实施 三部门联合解读办理流程 _新闻频道_厦门网 || 厦门：真金白银+真情实”
ah.gov.cn,government_public,政府与公共机构,government_public,政府机构,安徽省市场监督管理局,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“安徽省市场监督管理局”；标题样本“政府信息公开_安徽省市场监督管理局 || 省知识产权保护中心获批设立国家知识产权局商标业务受理窗口_安徽省市场监督管理局”
